Ano,Função,Resultado Primário,Subfunção,Empenhado,Pago
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",392 - Difusão Cultural,167.063,44.674
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP","422 - Direitos Individuais, Coletivos e Difusos",26.302.060,8.632.083
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",541 - Preservação e Conservação Ambiental,1.759.372,0
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,4.037.596,394.946
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",601 - Promoção da Produção Vegetal,11.266.344,1.461.911
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",605 - Abastecimento,47.324.195,34.884.099
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",606 - Extensão Rural,622.169.816,63.490.931
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",631 - Reforma Agrária,980.398.843,372.274.656
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",691 - Promoção Comercial,36.932.741,12.973.981
2012,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",754 - Biocombustíveis,8.804.241,4.645.859
2012,21 - Organização Agrária,"3 - Primária discricionária, PAC, considerada no cálculo do RP",127 - Ordenamento Territorial,1.258.252.792,0
2012,22 - Indústria,0 - Financeira,122 - Administração Geral,90.423.883,90.423.883
2012,22 - Indústria,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,726.557.443,715.049.791
2012,22 - Indústria,"1 - Primária obrigatória, considerada no cálculo do RP",301 - Atenção Básica,18.815.280,18.360.286
2012,22 - Indústria,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,27.870.046,27.614.123
2012,22 - Indústria,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,3.211.369,3.210.494
2012,22 - Indústria,"1 - Primária obrigatória, considerada no cálculo do RP",365 - Educação Infantil,1.365.892,1.351.086
2012,22 - Indústria,"1 - Primária obrigatória, considerada no cálculo do RP",693 - Comércio Exterior,14.010.000,6.806.617
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,441.241.845,372.977.946
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,4.276.455,3.394.092
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,1.242.720,1.242.720
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,6.471.503,3.063.042
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",130 - Administração de Concessões,1.200.000,772.501
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,591.236,279.954
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",183 - Informação e Inteligência,300,0
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",333 - Empregabilidade,12.538.701,317.691
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP","391 - Patrimônio Histórico, Artístico e Arqueológico",22.47,22.47
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,3.914.000,1.000.000
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,2.268.443,1.417.246
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",661 - Promoção Industrial,21.108.556,2.993.388
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",662 - Produção Industrial,600,0
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",663 - Mineração,1.122.070,977.529
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",664 - Propriedade Industrial,23.616.392,15.081.392
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",665 - Normalização e Qualidade,579.341.557,541.142.787
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",691 - Promoção Comercial,16.831.129,4.316.196
2012,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",846 - Outros Encargos Especiais,14.957.500,8.957.500
2012,22 - Indústria,"3 - Primária discricionária, PAC, considerada no cálculo do RP",122 - Administração Geral,4.275.310,3.480.843
2012,22 - Indústria,"3 - Primária discricionária, PAC, considerada no cálculo do RP",126 - Tecnologia da Informação,19.975.794,10.865.620
2012,22 - Indústria,"3 - Primária discricionária, PAC, considerada no cálculo do RP",127 - Ordenamento Territorial,2.226.723,1.288.998
2012,22 - Indústria,"3 - Primária discricionária, PAC, considerada no cálculo do RP",544 - Recursos Hídricos,11.612.692,4.652.655
2012,22 - Indústria,"3 - Primária discricionária, PAC, considerada no cálculo do RP",663 - Mineração,122.780.366,43.586.729
2012,23 - Comércio e Serviços,0 - Financeira,122 - Administração Geral,3.315.664,3.315.664
2012,23 - Comércio e Serviços,0 - Financeira,693 - Comércio Exterior,1.600.000.000,657.674.810
2012,23 - Comércio e Serviços,0 - Financeira,695 - Turismo,32.119.487,32.119.487
2012,23 - Comércio e Serviços,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,37.570.262,37.435.262
2012,23 - Comércio e Serviços,"1 - Primária obrigatória, considerada no cálculo do RP",301 - Atenção Básica,834.945,834.945
2012,23 - Comércio e Serviços,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,1.927.431,1.927.431
2012,23 - Comércio e Serviços,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,330.708,330.708
2012,23 - Comércio e Serviços,"1 - Primária obrigatória, considerada no cálculo do RP",365 - Educação Infantil,74.169,74.169
2012,23 - Comércio e Serviços,"1 - Primária obrigatória, considerada no cálculo do RP",693 - Comércio Exterior,1.035.946.691,315.442.573
2012,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,114.984,59.582
2012,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,88.801.186,76.816.924
2012,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,1.401.523,936.404
2012,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,4.965.187,4.287.137
2012,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,15.166.461,818.81
2012,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,346.077,51.077
2012,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,879.219,879.219
2012,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",665 - Normalização e Qualidade,99.656,39.57
2012,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",691 - Promoção Comercial,20.885.703,8.689.947
2012,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",693 - Comércio Exterior,44.524.865,41.833.156
2012,23 - Comércio e Serviços,"2 - Primária discricionária, considerada no cálculo do RP",695 - Turismo,1.071.928.356,148.074.068
2012,24 - Comunicações,0 - Financeira,122 - Administração Geral,47.191.948,47.191.948
2012,24 - Comunicações,0 - Financeira,572 - Desenvolvimento Tecnológico e Engenharia,200.000.000,200.000.000
2012,24 - Comunicações,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,286.740.032,285.486.114
2012,24 - Comunicações,"1 - Primária obrigatória, considerada no cálculo do RP",301 - Atenção Básica,9.445.210,9.346.284
2012,24 - Comunicações,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,8.532.667,8.532.667
2012,24 - Comunicações,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,1.139.479,1.139.479
2012,24 - Comunicações,"1 - Primária obrigatória, considerada no cálculo do RP",365 - Educação Infantil,342.127,342.127
2012,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,2.400.000,2.400.000
2012,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,133.932.131,81.650.673
2012,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,60.350.468,21.322.668
2012,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,7.296.973,1.927.624
2012,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,3.958.314,1.749.753
2012,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,2.979.190,343.214
2012,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",333 - Empregabilidade,6.607.716,1.412.686
2012,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP","422 - Direitos Individuais, Coletivos e Difusos",21.636.453,19.459.820
2012,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,82.109.813,22.640.374
2012,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,38.185.959,3.211.068
2012,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",722 - Telecomunicações,81.519.082,20.180.171
2012,24 - Comunicações,"2 - Primária discricionária, considerada no cálculo do RP",846 - Outros Encargos Especiais,101.961.708,0
2012,25 - Energia,0 - Financeira,122 - Administração Geral,43.366.989,43.366.989
2012,25 - Energia,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,356.553.018,350.573.829
2012,25 - Energia,"1 - Primária obrigatória, considerada no cálculo do RP",301 - Atenção Básica,3.072.158,2.870.078
2012,25 - Energia,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,8.013.237,7.338.330
2012,25 - Energia,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,196.261,193.116
2012,25 - Energia,"1 - Primária obrigatória, considerada no cálculo do RP",365 - Educação Infantil,496.367,496.367
2012,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,3.755.171,2.862.725
2012,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,162.713.839,127.359.917
2012,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,90.410.499,72.109.434
2012,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,5.530.687,5.015.351
2012,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",130 - Administração de Concessões,17.137.565,16.116.536
2012,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,3.112.500,3.112.500
2012,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,12.663.552,541.911
2012,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",665 - Normalização e Qualidade,2.512.893,1.699.609
2012,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",752 - Energia Elétrica,18.235.032,12.429.772
2012,25 - Energia,"2 - Primária discricionária, considerada no cálculo do RP",753 - Combustíveis Minerais,22.994.350,16.796.544
2012,25 - Energia,"3 - Primária discricionária, PAC, considerada no cálculo do RP",121 - Planejamento e Orçamento,148.537,148.537
2012,25 - Energia,"3 - Primária discricionária, PAC, considerada no cálculo do RP",752 - Energia Elétrica,3.156.381,1.477.241
2012,25 - Energia,"3 - Primária discricionária, PAC, considerada no cálculo do RP",753 - Combustíveis Minerais,41.769.205,971.238
2012,26 - Transporte,0 - Financeira,122 - Administração Geral,139.895.573,139.895.573
2012,26 - Transporte,0 - Financeira,661 - Promoção Industrial,4.708.791.353,4.701.743.506
2012,26 - Transporte,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,925.102.087,910.573.038
2012,26 - Transporte,"1 - Primária obrigatória, considerada no cálculo do RP",301 - Atenção Básica,42.470.247,41.164.288
2012,26 - Transporte,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,29.743.069,29.358.103
2012,26 - Transporte,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,5.946.956,5.833.525
2012,26 - Transporte,"1 - Primária obrigatória, considerada no cálculo do RP",365 - Educação Infantil,968.35,921.888
2012,26 - Transporte,"1 - Primária obrigatória, considerada no cálculo do RP",784 - Transporte Hidroviário,139.998.757,139.971.699
2012,26 - Transporte,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,47.304.889,7.703.231
