Ano,Função,Resultado Primário,Subfunção,Empenhado,Pago
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,66.293.775,40.233.106
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",129 - Administração de Receitas,116.33,82.953
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,9.588.967,9.330.294
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,13.575.151,12.893.171
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",243 - Assistência à Criança e ao Adolescente,3.278.355,2.624.847
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,15.409.165,10.030.315
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",302 - Assistência Hospitalar e Ambulatorial,165.665.516,150.199.039
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",303 - Suporte Profilático e Terapêutico,1.358.645,1.292.376
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",361 - Ensino Fundamental,1.621.244.381,987.492.796
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",362 - Ensino Médio,172.788.330,131.272.993
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",363 - Ensino Profissional,458.922.268,245.527.203
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",364 - Ensino Superior,2.660.082.499,1.934.961.824
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,44.229.472,26.546.273
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",366 - Educação de Jovens e Adultos,189.440.405,128.127.108
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",367 - Educação Especial,54.158.508,38.560.849
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP","391 - Patrimônio Histórico, Artístico e Arqueológico",280.235,162.129
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",392 - Difusão Cultural,47.472.097,1.360.537
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP","422 - Direitos Individuais, Coletivos e Difusos",21.824.236,17.370.219
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,57.471.159,44.570.244
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,3.353.706,1.077.532
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,100.461.184,77.943.388
2006,12 - Educação,"2 - Primária discricionária, considerada no cálculo do RP",813 - Lazer,19.985.852,19.330.683
2006,13 - Cultura,0 - Financeira,122 - Administração Geral,20.578.284,20.578.284
2006,13 - Cultura,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,122.496.995,122.142.550
2006,13 - Cultura,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,4.729.619,4.697.435
2006,13 - Cultura,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,3.904.573,3.890.400
2006,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,4.881.614,2.816.147
2006,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,81.835.416,72.158.486
2006,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,1.524.542,1.373.568
2006,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,7.965.612,5.970.465
2006,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,599.18,488.214
2006,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,7.062.942,6.419.601
2006,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,261.331,261.331
2006,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP","391 - Patrimônio Histórico, Artístico e Arqueológico",107.787.937,48.220.321
2006,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",392 - Difusão Cultural,208.745.388,97.807.722
2006,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP","422 - Direitos Individuais, Coletivos e Difusos",88.223,60.336
2006,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",662 - Produção Industrial,7.500.000,6.129.258
2006,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",691 - Promoção Comercial,1.019.022,789.715
2006,13 - Cultura,"2 - Primária discricionária, considerada no cálculo do RP",845 - Outras Transferências,30,30
2006,14 - Direitos da Cidadania,0 - Financeira,122 - Administração Geral,18.428.327,18.016.223
2006,14 - Direitos da Cidadania,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,124.316.478,120.561.051
2006,14 - Direitos da Cidadania,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,6.247.309,6.001.375
2006,14 - Direitos da Cidadania,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,2.531.763,2.399.599
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,140.033.124,118.443.395
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,6.984.476,5.742.881
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,230.839,230.839
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,17.672.456,14.603.311
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,10.070.619,9.962.098
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",241 - Assistência ao Idoso,130,130
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",242 - Assistência ao Portador de Deficiência,100,100
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",243 - Assistência à Criança e ao Adolescente,30.622.177,29.642.942
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",244 - Assistência Comunitária,5.521.102,5.377.354
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,5.128.364,5.128.364
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,150,150
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,701.064,692.098
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",366 - Educação de Jovens e Adultos,130.991.589,117.930.781
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",421 - Custódia e Reintegração Social,293.130.941,112.659.184
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP","422 - Direitos Individuais, Coletivos e Difusos",43.899.186,39.038.786
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",423 - Assistência aos Povos Indígenas,58.592.344,44.416.733
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",541 - Preservação e Conservação Ambiental,216.219,165.252
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,263.615,261.862
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,118.483,118.483
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",845 - Outras Transferências,1.977.117,1.899.117
2006,14 - Direitos da Cidadania,"2 - Primária discricionária, considerada no cálculo do RP",846 - Outros Encargos Especiais,85.000.000,85.000.000
2006,15 - Urbanismo,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,16.200.447,14.474.301
2006,15 - Urbanismo,"1 - Primária obrigatória, considerada no cálculo do RP",273 - Previdência Complementar,4.461.914,4.144.113
2006,15 - Urbanismo,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,20.244.255,19.240.965
2006,15 - Urbanismo,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,2.642.401,2.557.461
2006,15 - Urbanismo,"1 - Primária obrigatória, considerada no cálculo do RP",453 - Transportes Coletivos Urbanos,200.400.716,197.835.031
2006,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,8.345.156,3.111.952
2006,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,51.077.091,45.755.283
2006,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,240.01,240.01
2006,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,49.749.878,36.209.689
2006,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,5.280.515,4.932.949
2006,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,11.966.517,8.035.706
2006,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,9.023.876,8.807.987
2006,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,870.066,864.228
2006,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",451 - Infra-Estrutura Urbana,1.131.299.328,30.986.259
2006,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",452 - Serviços Urbanos,27.356.994,14.785.117
2006,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",453 - Transportes Coletivos Urbanos,233.474.121,146.029.242
2006,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",482 - Habitação Urbana,6.965.092,2.507.398
2006,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",541 - Preservação e Conservação Ambiental,10.300.000,5.744.505
2006,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",665 - Normalização e Qualidade,71.119,0
2006,15 - Urbanismo,"2 - Primária discricionária, considerada no cálculo do RP",846 - Outros Encargos Especiais,237.924,177.924
2006,15 - Urbanismo,"3 - Primária discricionária, PAC, considerada no cálculo do RP",453 - Transportes Coletivos Urbanos,360.900.349,84.067.836
2006,16 - Habitação,"1 - Primária obrigatória, considerada no cálculo do RP",846 - Outros Encargos Especiais,144.932.000,0
2006,16 - Habitação,"2 - Primária discricionária, considerada no cálculo do RP",451 - Infra-Estrutura Urbana,893.109.384,66.238.080
2006,16 - Habitação,"2 - Primária discricionária, considerada no cálculo do RP",482 - Habitação Urbana,128.925.499,2.244.196
2006,17 - Saneamento,"2 - Primária discricionária, considerada no cálculo do RP",512 - Saneamento Básico Urbano,56.282.718,21.878.794
2006,18 - Gestão Ambiental,0 - Financeira,122 - Administração Geral,95.584.071,95.584.071
2006,18 - Gestão Ambiental,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,487.065.731,486.856.837
2006,18 - Gestão Ambiental,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,9.714.079,9.714.079
2006,18 - Gestão Ambiental,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,1.779.642,1.779.642
2006,18 - Gestão Ambiental,"1 - Primária obrigatória, considerada no cálculo do RP",544 - Recursos Hídricos,26.033.236,17.706.405
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,8.150.961,7.742.237
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,216.829.132,182.479.176
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,34.286.099,30.259.587
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,14.612.379,11.028.473
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",127 - Ordenamento Territorial,601.96,569.925
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,13.119.176,11.709.814
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,765.86,765.86
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,1.206.990,1.206.990
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,11.708.913,11.683.836
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",334 - Fomento ao Trabalho,500,9.981
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,1.243.365,1.238.909
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP","391 - Patrimônio Histórico, Artístico e Arqueológico",897.895,97.513
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",392 - Difusão Cultural,497.745,0
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",511 - Saneamento Básico Rural,7.134.544,4.038.464
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",512 - Saneamento Básico Urbano,635.107,539.472
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",541 - Preservação e Conservação Ambiental,121.992.863,77.908.633
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",542 - Controle Ambiental,34.522.266,30.168.804
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",543 - Recuperação de Áreas Degradadas,15.327.413,7.721.644
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",544 - Recursos Hídricos,493.398.793,174.018.837
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,2.915.389,1.747.709
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,386.579,386.579
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,2.763.662,1.405.348
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",601 - Promoção da Produção Vegetal,5.777.213,2.835.958
2006,18 - Gestão Ambiental,"2 - Primária discricionária, considerada no cálculo do RP",631 - Reforma Agrária,35.824,0
2006,19 - Ciência e Tecnologia,0 - Financeira,122 - Administração Geral,89.764.170,89.732.461
2006,19 - Ciência e Tecnologia,0 - Financeira,846 - Outros Encargos Especiais,38.904.000,38.904.000
2006,19 - Ciência e Tecnologia,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,582.320.187,582.063.897
2006,19 - Ciência e Tecnologia,"1 - Primária obrigatória, considerada no cálculo do RP",273 - Previdência Complementar,6.650.532,6.650.532
2006,19 - Ciência e Tecnologia,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,16.537.942,15.173.772
2006,19 - Ciência e Tecnologia,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,12.345.053,10.841.598
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,7.195.642,6.830.817
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,192.864.640,161.271.572
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,5.164.642,2.714.920
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,68.271.344,24.401.820
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,96.417.715,63.539.208
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,4.593.956,4.547.747
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",182 - Defesa Civil,1.067.702,427.092
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,9.986.591,4.705.950
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,21.661.348,18.898.907
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,1.004.134,1.004.134
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",542 - Controle Ambiental,6.738.058,4.077.858
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,989.598.606,845.150.996
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,1.181.416.631,688.573.233
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,78.211.671,27.496.168
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",662 - Produção Industrial,266.063.863,220.162.630
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",663 - Mineração,17.467.507,12.264.310
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",665 - Normalização e Qualidade,1.795.984,1.100.498
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",845 - Outras Transferências,98.906.276,40.287.106
2006,19 - Ciência e Tecnologia,"2 - Primária discricionária, considerada no cálculo do RP",846 - Outros Encargos Especiais,10.875.650,0
2006,19 - Ciência e Tecnologia,"3 - Primária discricionária, PAC, considerada no cálculo do RP",571 - Desenvolvimento Científico,12.191.536,10.312.436
2006,20 - Agricultura,0 - Financeira,122 - Administração Geral,123.005.243,123.005.243
2006,20 - Agricultura,0 - Financeira,601 - Promoção da Produção Vegetal,1.578.852.277,1.578.852.277
2006,20 - Agricultura,0 - Financeira,605 - Abastecimento,939.062.026,905.758.794
2006,20 - Agricultura,0 - Financeira,846 - Outros Encargos Especiais,407.317.830,359.526.506
2006,20 - Agricultura,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,1.528.389.177,1.525.075.975
2006,20 - Agricultura,"1 - Primária obrigatória, considerada no cálculo do RP",273 - Previdência Complementar,65.152.400,59.792.063
2006,20 - Agricultura,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,61.613.973,57.547.271
2006,20 - Agricultura,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,12.332.245,12.324.671
2006,20 - Agricultura,"1 - Primária obrigatória, considerada no cálculo do RP",845 - Outras Transferências,20.498.952,19.063.652
2006,20 - Agricultura,"1 - Primária obrigatória, considerada no cálculo do RP",846 - Outros Encargos Especiais,4.110.733.773,2.959.906.479
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,223.962.285,196.163.524
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,22.776.422,18.295.605
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,27.661.263,25.515.223
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",127 - Ordenamento Territorial,6.634.640,6.634.640
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,12.424.881,10.097.369
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,7.355.969,6.922.071
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",212 - Cooperação Internacional,23.763.338,23.763.338
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",244 - Assistência Comunitária,4.500.000,0
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,64.776.775,60.816.215
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",363 - Ensino Profissional,1.393.382,1.139.583
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,7.315.799,6.590.516
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",541 - Preservação e Conservação Ambiental,255.679,18.179
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",545 - Meteorologia,6.153.644,5.665.847
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",571 - Desenvolvimento Científico,158.864,158.864
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,179.321.159,146.344.488
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",573 - Difusão do Conhecimento Científico e Tecnológico,18.794.102,15.886.972
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",601 - Promoção da Produção Vegetal,898.765,710.183
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",602 - Promoção da Produção Animal,36.695.813,21.226.546
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",603 - Defesa Sanitária Vegetal,16.073.029,11.173.195
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",604 - Defesa Sanitária Animal,119.259.814,64.145.186
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",605 - Abastecimento,12.109.636,11.648.104
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",606 - Extensão Rural,226.674.581,16.408.988
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",607 - Irrigação,180.997.588,92.658.474
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",665 - Normalização e Qualidade,954.581,838.578
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",691 - Promoção Comercial,2.177.910,2.101.642
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",692 - Comercialização,196.163,196.163
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",752 - Energia Elétrica,1.271.865,106.02
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",845 - Outras Transferências,6.232.625,6.232.625
2006,20 - Agricultura,"2 - Primária discricionária, considerada no cálculo do RP",846 - Outros Encargos Especiais,36.060.017,26.877.986
2006,20 - Agricultura,"3 - Primária discricionária, PAC, considerada no cálculo do RP",607 - Irrigação,55.397.287,16.155.773
2006,21 - Organização Agrária,0 - Financeira,122 - Administração Geral,55.114.086,54.519.444
2006,21 - Organização Agrária,0 - Financeira,846 - Outros Encargos Especiais,1.298.566.708,499.717.470
2006,21 - Organização Agrária,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,276.283.872,274.489.762
2006,21 - Organização Agrária,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,10.121.736,9.762.327
2006,21 - Organização Agrária,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,6.158.045,5.900.739
2006,21 - Organização Agrária,"1 - Primária obrigatória, considerada no cálculo do RP",846 - Outros Encargos Especiais,56.560.000,56.560.000
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",121 - Planejamento e Orçamento,8.513.976,8.428.176
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,171.160.802,140.823.069
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,12.110.893,7.010.531
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,5.795.229,3.929.349
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",127 - Ordenamento Territorial,165.483.052,59.905.182
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,130.214.852,94.399.143
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",131 - Comunicação Social,7.671.865,4.882.847
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",183 - Informação e Inteligência,239.184,233.68
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",244 - Assistência Comunitária,165,0
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",301 - Atenção Básica,15.894.388,15.848.568
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",363 - Ensino Profissional,14.288.279,12.230.123
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",364 - Ensino Superior,6.125.912,4.499.235
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",365 - Educação Infantil,713.002,670.71
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",366 - Educação de Jovens e Adultos,14.075.482,10.241.701
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP","422 - Direitos Individuais, Coletivos e Difusos",1.958.685,841.646
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",572 - Desenvolvimento Tecnológico e Engenharia,476.096,376.096
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",601 - Promoção da Produção Vegetal,967.149,967.149
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",606 - Extensão Rural,109.452.906,55.593.421
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",631 - Reforma Agrária,1.768.662.706,1.548.192.447
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",691 - Promoção Comercial,105.705.473,87.350.694
2006,21 - Organização Agrária,"2 - Primária discricionária, considerada no cálculo do RP",846 - Outros Encargos Especiais,6.583.396,4.436.904
2006,22 - Indústria,0 - Financeira,122 - Administração Geral,40.097.429,38.805.572
2006,22 - Indústria,0 - Financeira,846 - Outros Encargos Especiais,1.120.000.000,1.120.000.000
2006,22 - Indústria,"1 - Primária obrigatória, considerada no cálculo do RP",122 - Administração Geral,295.013.347,293.301.481
2006,22 - Indústria,"1 - Primária obrigatória, considerada no cálculo do RP",273 - Previdência Complementar,12.600.000,12.522.781
2006,22 - Indústria,"1 - Primária obrigatória, considerada no cálculo do RP",306 - Alimentação e Nutrição,12.283.417,12.089.819
2006,22 - Indústria,"1 - Primária obrigatória, considerada no cálculo do RP",331 - Proteção e Benefícios ao Trabalhador,3.343.792,2.975.155
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",122 - Administração Geral,233.484.324,216.841.984
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",125 - Normatização e Fiscalização,2.681.521,2.642.927
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",126 - Tecnologia da Informação,12.706.147,9.388.887
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",128 - Formação de Recursos Humanos,3.777.723,3.424.812
2006,22 - Indústria,"2 - Primária discricionária, considerada no cálculo do RP",130 - Administração de Concessões,1.075.221,1.073.488
